line	generation	sample_type	weight	plant	syncom	condition
1	0	generation	7.7	col0	at	native
1	0	generation	11.600000000000009	col0	at	native
1	0	generation	22.299999999999997	col0	at	native
1	0	generation	25.5	col0	at	native
1	0	generation	27.8	col0	at	native
1	0	generation	28.0	col0	at	native
1	0	generation	30.0	col0	at	native
1	0	generation	40.19999999999999	col0	at	native
10	0	generation	10.3	col0	lj	non-native
10	0	generation	12.199999999999996	col0	lj	non-native
10	0	generation	24.3	col0	lj	non-native
10	0	generation	43.3	col0	lj	non-native
10	0	generation	54.400000000000006	col0	lj	non-native
10	0	generation	75.30000000000001	col0	lj	non-native
10	0	generation	93.0	col0	lj	non-native
11	0	generation	57.80000000000001	gifu	at	non-native
11	0	generation	70.30000000000001	gifu	at	non-native
11	0	generation	89.5	gifu	at	non-native
11	0	generation	102.49999999999999	gifu	at	non-native
11	0	generation	108.99999999999994	gifu	at	non-native
11	0	generation	109.2	gifu	at	non-native
12	0	generation	37.1	gifu	at	non-native
12	0	generation	81.40000000000003	gifu	at	non-native
12	0	generation	86.19999999999999	gifu	at	non-native
12	0	generation	89.30000000000001	gifu	at	non-native
12	0	generation	117.40000000000003	gifu	at	non-native
12	0	generation	134.79999999999998	gifu	at	non-native
13	0	generation	66.0	gifu	at	non-native
13	0	generation	70.5	gifu	at	non-native
13	0	generation	76.30000000000001	gifu	at	non-native
13	0	generation	81.19999999999999	gifu	at	non-native
13	0	generation	82.80000000000001	gifu	at	non-native
13	0	generation	85.30000000000001	gifu	at	non-native
14	0	generation	50.69999999999999	gifu	at	non-native
14	0	generation	80.9	gifu	at	non-native
14	0	generation	84.40000000000003	gifu	at	non-native
14	0	generation	90.0	gifu	at	non-native
14	0	generation	110.1	gifu	at	non-native
14	0	generation	123.60000000000002	gifu	at	non-native
15	0	generation	35.19999999999999	gifu	at	non-native
15	0	generation	71.69999999999999	gifu	at	non-native
15	0	generation	79.10000000000002	gifu	at	non-native
15	0	generation	86.8	gifu	at	non-native
15	0	generation	101.89999999999999	gifu	at	non-native
15	0	generation	107.30000000000001	gifu	at	non-native
16	0	generation	60.70000000000002	gifu	lj	native
16	0	generation	72.5	gifu	lj	native
16	0	generation	83.29999999999998	gifu	lj	native
16	0	generation	98.70000000000005	gifu	lj	native
16	0	generation	100.19999999999999	gifu	lj	native
16	0	generation	102.69999999999999	gifu	lj	native
17	0	generation	40.099999999999994	gifu	lj	native
17	0	generation	52.400000000000006	gifu	lj	native
17	0	generation	68.89999999999999	gifu	lj	native
17	0	generation	85.2	gifu	lj	native
17	0	generation	88.50000000000003	gifu	lj	native
17	0	generation	110.0	gifu	lj	native
18	0	generation	58.599999999999966	gifu	lj	native
18	0	generation	73.80000000000001	gifu	lj	native
18	0	generation	76.10000000000002	gifu	lj	native
18	0	generation	85.7	gifu	lj	native
18	0	generation	90.69999999999999	gifu	lj	native
18	0	generation	123.3	gifu	lj	native
19	0	generation	34.400000000000034	gifu	lj	native
19	0	generation	34.69999999999999	gifu	lj	native
19	0	generation	69.6	gifu	lj	native
19	0	generation	90.1	gifu	lj	native
19	0	generation	90.5	gifu	lj	native
19	0	generation	99.30000000000001	gifu	lj	native
2	0	generation	7.5	col0	at	native
2	0	generation	13.099999999999994	col0	at	native
2	0	generation	25.19999999999999	col0	at	native
2	0	generation	34.6	col0	at	native
2	0	generation	53.800000000000004	col0	at	native
2	0	generation	72.70000000000002	col0	at	native
20	0	generation	54.5	gifu	lj	native
20	0	generation	72.0	gifu	lj	native
20	0	generation	73.89999999999998	gifu	lj	native
20	0	generation	74.40000000000003	gifu	lj	native
20	0	generation	83.30000000000001	gifu	lj	native
20	0	generation	89.5	gifu	lj	native
3	0	generation	8.199999999999989	col0	at	native
3	0	generation	12.8	col0	at	native
3	0	generation	15.5	col0	at	native
3	0	generation	63.5	col0	at	native
3	0	generation	73.69999999999999	col0	at	native
3	0	generation	77.3	col0	at	native
3	0	generation	82.20000000000002	col0	at	native
4	0	generation	2.4	col0	at	native
4	0	generation	11.299999999999997	col0	at	native
4	0	generation	17.099999999999994	col0	at	native
4	0	generation	17.400000000000002	col0	at	native
4	0	generation	25.60000000000001	col0	at	native
4	0	generation	43.400000000000006	col0	at	native
4	0	generation	80.60000000000001	col0	at	native
5	0	generation	6.8	col0	at	native
5	0	generation	6.800000000000004	col0	at	native
5	0	generation	13.199999999999996	col0	at	native
5	0	generation	23.8	col0	at	native
5	0	generation	34.4	col0	at	native
5	0	generation	106.4	col0	at	native
6	0	generation	10.499999999999993	col0	lj	non-native
6	0	generation	23.2	col0	lj	non-native
6	0	generation	30.400000000000006	col0	lj	non-native
6	0	generation	36.900000000000034	col0	lj	non-native
6	0	generation	37.30000000000001	col0	lj	non-native
6	0	generation	38.900000000000006	col0	lj	non-native
6	0	generation	49.29999999999998	col0	lj	non-native
6	0	generation	68.29999999999998	col0	lj	non-native
7	0	generation	5.900000000000006	col0	lj	non-native
7	0	generation	11.300000000000011	col0	lj	non-native
7	0	generation	15.299999999999997	col0	lj	non-native
7	0	generation	20.5	col0	lj	non-native
7	0	generation	20.799999999999983	col0	lj	non-native
7	0	generation	36.80000000000001	col0	lj	non-native
7	0	generation	70.3	col0	lj	non-native
7	0	generation	108.29999999999998	col0	lj	non-native
8	0	generation	12.3	col0	lj	non-native
8	0	generation	19.80000000000001	col0	lj	non-native
8	0	generation	22.299999999999997	col0	lj	non-native
8	0	generation	23.299999999999997	col0	lj	non-native
8	0	generation	31.3	col0	lj	non-native
8	0	generation	47.9	col0	lj	non-native
9	0	generation	10.4	col0	lj	non-native
9	0	generation	19.5	col0	lj	non-native
9	0	generation	19.799999999999997	col0	lj	non-native
9	0	generation	20.19999999999999	col0	lj	non-native
9	0	generation	22.9	col0	lj	non-native
9	0	generation	23.900000000000002	col0	lj	non-native
9	0	generation	31.900000000000006	col0	lj	non-native
9	0	generation	42.900000000000006	col0	lj	non-native
axenic_at	0	axenic	14.799999999999997	col0		
axenic_at	0	axenic	17.0	col0		
axenic_at	0	axenic	17.299999999999997	col0		
axenic_at	0	axenic	19.5	col0		
axenic_at	0	axenic	20.0	col0		
axenic_at	0	axenic	22.1	col0		
axenic_at	0	axenic	30.5	col0		
axenic_at	0	axenic	35.9	col0		
axenic_at	0	axenic	36.1	col0		
axenic_at	0	axenic	38.900000000000006	col0		
axenic_at	0	axenic	50.3	col0		
axenic_at	0	axenic	50.39999999999999	col0		
axenic_at	0	axenic	61.1	col0		
axenic_at	0	axenic	65.7	col0		
axenic_at	0	axenic	67.9	col0		
axenic_at	0	axenic	95.8	col0		
axenic_at	0	axenic	103.70000000000002	col0		
axenic_at	0	axenic	117.69999999999999	col0		
axenic_lj	0	axenic	18.5	gifu		
axenic_lj	0	axenic	25.0	gifu		
axenic_lj	0	axenic	34.2	gifu		
axenic_lj	0	axenic	50.6	gifu		
axenic_lj	0	axenic	62.4	gifu		
axenic_lj	0	axenic	66.5	gifu		
axenic_lj	0	axenic	71.3	gifu		
axenic_lj	0	axenic	77.79999999999998	gifu		
axenic_lj	0	axenic	81.2	gifu		
axenic_lj	0	axenic	89.20000000000002	gifu		
axenic_lj	0	axenic	93.80000000000001	gifu		
axenic_lj	0	axenic	94.6	gifu		
axenic_lj	0	axenic	99.4	gifu		
axenic_lj	0	axenic	100.1	gifu		
axenic_lj	0	axenic	114.5	gifu		
1	1	generation	6.5	col0	at	native
1	1	generation	8.799999999999997	col0	at	native
1	1	generation	10.300000000000004	col0	at	native
1	1	generation	12.7	col0	at	native
1	1	generation	20.2	col0	at	native
10	1	generation	12.099999999999994	col0	lj	non-native
10	1	generation	25.200000000000017	col0	lj	non-native
10	1	generation	27.799999999999983	col0	lj	non-native
10	1	generation	30.300000000000004	col0	lj	non-native
10	1	generation	31.4	col0	lj	non-native
10	1	generation	69.89999999999999	col0	lj	non-native
11	1	generation	65.79999999999998	gifu	at	non-native
11	1	generation	89.7	gifu	at	non-native
11	1	generation	104.90000000000003	gifu	at	non-native
11	1	generation	108.2	gifu	at	non-native
11	1	generation	121.70000000000005	gifu	at	non-native
11	1	generation	134.89999999999998	gifu	at	non-native
12	1	generation	17.400000000000006	gifu	at	non-native
12	1	generation	69.60000000000002	gifu	at	non-native
12	1	generation	101.89999999999998	gifu	at	non-native
12	1	generation	112.49999999999997	gifu	at	non-native
12	1	generation	138.39999999999998	gifu	at	non-native
12	1	generation	150.0	gifu	at	non-native
13	1	generation	49.80000000000001	gifu	at	non-native
13	1	generation	81.10000000000001	gifu	at	non-native
13	1	generation	102.8	gifu	at	non-native
13	1	generation	108.69999999999999	gifu	at	non-native
13	1	generation	117.79999999999998	gifu	at	non-native
14	1	generation	58.79999999999998	gifu	at	non-native
14	1	generation	67.90000000000003	gifu	at	non-native
14	1	generation	92.69999999999999	gifu	at	non-native
14	1	generation	94.29999999999995	gifu	at	non-native
14	1	generation	109.4	gifu	at	non-native
14	1	generation	120.80000000000001	gifu	at	non-native
15	1	generation	21.900000000000034	gifu	at	non-native
15	1	generation	85.30000000000001	gifu	at	non-native
15	1	generation	89.39999999999998	gifu	at	non-native
15	1	generation	95.79999999999995	gifu	at	non-native
15	1	generation	101.1	gifu	at	non-native
15	1	generation	114.9	gifu	at	non-native
16	1	generation	15.3	gifu	lj	native
16	1	generation	41.2	gifu	lj	native
16	1	generation	78.6	gifu	lj	native
16	1	generation	93.90000000000003	gifu	lj	native
16	1	generation	139.6	gifu	lj	native
16	1	generation	156.39999999999998	gifu	lj	native
17	1	generation	22.69999999999999	gifu	lj	native
17	1	generation	58.70000000000002	gifu	lj	native
17	1	generation	69.69999999999999	gifu	lj	native
17	1	generation	83.5	gifu	lj	native
17	1	generation	98.5	gifu	lj	native
17	1	generation	122.9	gifu	lj	native
18	1	generation	10.2	gifu	lj	native
18	1	generation	25.5	gifu	lj	native
18	1	generation	42.70000000000002	gifu	lj	native
18	1	generation	63.599999999999994	gifu	lj	native
18	1	generation	75.09999999999997	gifu	lj	native
18	1	generation	111.8	gifu	lj	native
19	1	generation	44.0	gifu	lj	native
19	1	generation	61.5	gifu	lj	native
19	1	generation	89.10000000000002	gifu	lj	native
19	1	generation	103.4	gifu	lj	native
19	1	generation	107.89999999999998	gifu	lj	native
19	1	generation	108.69999999999999	gifu	lj	native
19	1	generation	108.9	gifu	lj	native
2	1	generation	27.099999999999994	col0	at	native
2	1	generation	42.20000000000002	col0	at	native
2	1	generation	75.6	col0	at	native
2	1	generation	80.1	col0	at	native
2	1	generation	125.69999999999999	col0	at	native
20	1	generation	11.1	gifu	lj	native
20	1	generation	62.199999999999996	gifu	lj	native
20	1	generation	70.19999999999999	gifu	lj	native
20	1	generation	74.60000000000001	gifu	lj	native
20	1	generation	96.80000000000001	gifu	lj	native
20	1	generation	127.4	gifu	lj	native
3	1	generation	4.799999999999997	col0	at	native
3	1	generation	6.6000000000000085	col0	at	native
3	1	generation	16.7	col0	at	native
3	1	generation	26.700000000000003	col0	at	native
3	1	generation	33.2	col0	at	native
3	1	generation	38.199999999999996	col0	at	native
4	1	generation	6.800000000000011	col0	at	native
4	1	generation	8.0	col0	at	native
4	1	generation	14.700000000000017	col0	at	native
4	1	generation	22.399999999999977	col0	at	native
4	1	generation	51.8	col0	at	native
4	1	generation	65.8	col0	at	native
5	1	generation	16.700000000000003	col0	at	native
5	1	generation	20.900000000000006	col0	at	native
5	1	generation	41.3	col0	at	native
5	1	generation	42.89999999999999	col0	at	native
5	1	generation	52.60000000000001	col0	at	native
6	1	generation	9.800000000000011	col0	lj	non-native
6	1	generation	10.400000000000006	col0	lj	non-native
6	1	generation	12.0	col0	lj	non-native
6	1	generation	13.700000000000003	col0	lj	non-native
6	1	generation	40.3	col0	lj	non-native
6	1	generation	91.19999999999999	col0	lj	non-native
7	1	generation	18.9	col0	lj	non-native
7	1	generation	34.10000000000001	col0	lj	non-native
7	1	generation	51.19999999999999	col0	lj	non-native
7	1	generation	58.400000000000006	col0	lj	non-native
7	1	generation	61.4	col0	lj	non-native
8	1	generation	5.5	col0	lj	non-native
8	1	generation	12.199999999999989	col0	lj	non-native
8	1	generation	49.099999999999966	col0	lj	non-native
8	1	generation	49.60000000000002	col0	lj	non-native
8	1	generation	66.60000000000002	col0	lj	non-native
8	1	generation	85.90000000000003	col0	lj	non-native
8	1	generation	129.7	col0	lj	non-native
9	1	generation	22.8	col0	lj	non-native
9	1	generation	51.10000000000002	col0	lj	non-native
9	1	generation	73.69999999999999	col0	lj	non-native
9	1	generation	95.79999999999995	col0	lj	non-native
9	1	generation	158.0	col0	lj	non-native
axenic_at	1	axenic	7.300000000000001	col0		
axenic_at	1	axenic	7.6	col0		
axenic_at	1	axenic	12.100000000000009	col0		
axenic_at	1	axenic	14.2	col0		
axenic_at	1	axenic	19.199999999999996	col0		
axenic_at	1	axenic	19.800000000000004	col0		
axenic_at	1	axenic	20.6	col0		
axenic_at	1	axenic	26.099999999999994	col0		
axenic_at	1	axenic	31.9	col0		
axenic_at	1	axenic	36.6	col0		
axenic_at	1	axenic	37.1	col0		
axenic_at	1	axenic	42.60000000000001	col0		
axenic_at	1	axenic	43.19999999999999	col0		
axenic_at	1	axenic	48.39999999999999	col0		
axenic_at	1	axenic	87.2	col0		
axenic_lj	1	axenic	57.0	gifu		
axenic_lj	1	axenic	57.6	gifu		
axenic_lj	1	axenic	59.29999999999998	gifu		
axenic_lj	1	axenic	63.29999999999998	gifu		
axenic_lj	1	axenic	67.9	gifu		
axenic_lj	1	axenic	70.7	gifu		
axenic_lj	1	axenic	79.20000000000002	gifu		
axenic_lj	1	axenic	83.20000000000002	gifu		
axenic_lj	1	axenic	85.1	gifu		
axenic_lj	1	axenic	85.89999999999999	gifu		
axenic_lj	1	axenic	86.5	gifu		
axenic_lj	1	axenic	89.7	gifu		
axenic_lj	1	axenic	89.7	gifu		
axenic_lj	1	axenic	98.9	gifu		
axenic_lj	1	axenic	107.4	gifu		
c1	1	competition	9.9	col0	mixed	native
c1	1	competition	49.5	col0	mixed	native
c1	1	competition	88.0	col0	mixed	native
c10	1	competition	66.2	gifu	mixed	native
c10	1	competition	109.2	gifu	mixed	native
c10	1	competition	146.29999999999998	gifu	mixed	native
c11	1	competition	33.7	col0	mixed	non-native
c11	1	competition	40.2	col0	mixed	non-native
c12	1	competition	6.5	col0	mixed	non-native
c12	1	competition	14.799999999999997	col0	mixed	non-native
c12	1	competition	66.8	col0	mixed	non-native
c13	1	competition	15.700000000000003	col0	mixed	non-native
c13	1	competition	30.5	col0	mixed	non-native
c13	1	competition	44.0	col0	mixed	non-native
c14	1	competition	44.8	col0	mixed	non-native
c14	1	competition	56.8	col0	mixed	non-native
c14	1	competition	98.30000000000001	col0	mixed	non-native
c15	1	competition	15.8	col0	mixed	non-native
c16	1	competition	49.9	gifu	mixed	non-native
c16	1	competition	61.599999999999994	gifu	mixed	non-native
c16	1	competition	119.1	gifu	mixed	non-native
c17	1	competition	29.000000000000014	gifu	mixed	non-native
c17	1	competition	65.1	gifu	mixed	non-native
c17	1	competition	123.3	gifu	mixed	non-native
c18	1	competition	79.3	gifu	mixed	non-native
c18	1	competition	119.79999999999998	gifu	mixed	non-native
c18	1	competition	145.60000000000002	gifu	mixed	non-native
c19	1	competition	111.5	gifu	mixed	non-native
c19	1	competition	125.30000000000001	gifu	mixed	non-native
c19	1	competition	146.3	gifu	mixed	non-native
c2	1	competition	9.300000000000011	col0	mixed	native
c2	1	competition	15.099999999999998	col0	mixed	native
c2	1	competition	23.699999999999996	col0	mixed	native
c2	1	competition	29.8	col0	mixed	native
c20	1	competition	76.69999999999999	gifu	mixed	non-native
c20	1	competition	105.0	gifu	mixed	non-native
c20	1	competition	147.5	gifu	mixed	non-native
c3	1	competition	24.6	col0	mixed	native
c3	1	competition	28.5	col0	mixed	native
c4	1	competition	24.9	col0	mixed	native
c4	1	competition	28.099999999999994	col0	mixed	native
c4	1	competition	95.5	col0	mixed	native
c5	1	competition	26.0	col0	mixed	native
c5	1	competition	65.4	col0	mixed	native
c5	1	competition	90.0	col0	mixed	native
c6	1	competition	44.400000000000006	gifu	mixed	native
c6	1	competition	71.5	gifu	mixed	native
c6	1	competition	77.6	gifu	mixed	native
c7	1	competition	98.6	gifu	mixed	native
c7	1	competition	151.4	gifu	mixed	native
c7	1	competition	180.0	gifu	mixed	native
c8	1	competition	76.5	gifu	mixed	native
c8	1	competition	116.6	gifu	mixed	native
c8	1	competition	130.70000000000002	gifu	mixed	native
c9	1	competition	20.0	gifu	mixed	native
c9	1	competition	72.3	gifu	mixed	native
c9	1	competition	168.8	gifu	mixed	native
1	2	generation	8.100000000000001	col0	at	native
1	2	generation	26.0	col0	at	native
1	2	generation	32.99999999999999	col0	at	native
1	2	generation	42.80000000000001	col0	at	native
1	2	generation	45.79999999999998	col0	at	native
1	2	generation	64.4	col0	at	native
10 	2	generation	33.3			
10 	2	generation	47.8			
10 	2	generation	47.80000000000001			
10 	2	generation	95.1			
11	2	generation	42.200000000000045	gifu	at	non-native
11	2	generation	46.8	gifu	at	non-native
11	2	generation	49.099999999999994	gifu	at	non-native
11	2	generation	78.19999999999999	gifu	at	non-native
11	2	generation	80.60000000000001	gifu	at	non-native
11	2	generation	85.19999999999999	gifu	at	non-native
12 	2	generation	61.400000000000034			
12 	2	generation	70.89999999999998			
12 	2	generation	78.0			
12 	2	generation	80.0			
12 	2	generation	81.2			
12 	2	generation	95.10000000000001			
13	2	generation	53.0	gifu	at	non-native
13	2	generation	60.10000000000002	gifu	at	non-native
13	2	generation	61.599999999999994	gifu	at	non-native
13	2	generation	66.0	gifu	at	non-native
13	2	generation	68.1	gifu	at	non-native
14	2	generation	32.39999999999998	gifu	at	non-native
14	2	generation	65.80000000000001	gifu	at	non-native
14	2	generation	82.70000000000002	gifu	at	non-native
14	2	generation	85.39999999999998	gifu	at	non-native
14	2	generation	88.30000000000001	gifu	at	non-native
14	2	generation	102.1	gifu	at	non-native
15	2	generation	38.69999999999999	gifu	at	non-native
15	2	generation	63.0	gifu	at	non-native
15	2	generation	65.8	gifu	at	non-native
15	2	generation	74.90000000000003	gifu	at	non-native
15	2	generation	91.50000000000001	gifu	at	non-native
15	2	generation	101.19999999999999	gifu	at	non-native
16	2	generation	12.099999999999994	gifu	lj	native
16	2	generation	29.700000000000017	gifu	lj	native
16	2	generation	52.8	gifu	lj	native
16	2	generation	73.3	gifu	lj	native
16	2	generation	108.4	gifu	lj	native
17	2	generation	46.00000000000003	gifu	lj	native
17	2	generation	47.0	gifu	lj	native
17	2	generation	59.400000000000006	gifu	lj	native
17	2	generation	64.29999999999998	gifu	lj	native
17	2	generation	76.9	gifu	lj	native
17	2	generation	87.89999999999998	gifu	lj	native
18	2	generation	22.400000000000006	gifu	lj	native
18	2	generation	33.29999999999998	gifu	lj	native
18	2	generation	39.70000000000002	gifu	lj	native
18	2	generation	47.599999999999994	gifu	lj	native
18	2	generation	62.19999999999999	gifu	lj	native
18	2	generation	81.0	gifu	lj	native
19	2	generation	48.10000000000002	gifu	lj	native
19	2	generation	48.5	gifu	lj	native
19	2	generation	51.3	gifu	lj	native
19	2	generation	60.69999999999999	gifu	lj	native
19	2	generation	67.0	gifu	lj	native
19	2	generation	69.7	gifu	lj	native
2	2	generation	11.8	col0	at	native
2	2	generation	29.80000000000001	col0	at	native
2	2	generation	31.3	col0	at	native
2	2	generation	33.99999999999999	col0	at	native
2	2	generation	34.29999999999998	col0	at	native
2	2	generation	57.30000000000001	col0	at	native
20	2	generation	22.7	gifu	lj	native
20	2	generation	35.099999999999994	gifu	lj	native
20	2	generation	37.19999999999999	gifu	lj	native
20	2	generation	40.099999999999994	gifu	lj	native
20	2	generation	44.0	gifu	lj	native
20	2	generation	58.10000000000001	gifu	lj	native
3 	2	generation	14.199999999999996			
3 	2	generation	20.800000000000004			
3 	2	generation	23.099999999999994			
3 	2	generation	26.299999999999997			
3 	2	generation	33.2			
3 	2	generation	45.80000000000001			
3 	2	generation	64.0			
4	2	generation	17.599999999999994	col0	at	native
4	2	generation	22.2	col0	at	native
4	2	generation	43.5	col0	at	native
4	2	generation	52.3	col0	at	native
4	2	generation	78.5	col0	at	native
5 	2	generation	19.4			
5 	2	generation	33.5			
5 	2	generation	38.099999999999994			
5 	2	generation	56.50000000000001			
6	2	generation	5.0	col0	lj	non-native
6	2	generation	8.0	col0	lj	non-native
6	2	generation	16.099999999999966	col0	lj	non-native
6	2	generation	34.499999999999986	col0	lj	non-native
6	2	generation	45.3	col0	lj	non-native
6	2	generation	74.9	col0	lj	non-native
6	2	generation	83.60000000000002	col0	lj	non-native
7 	2	generation	6.600000000000001			
7 	2	generation	23.599999999999994			
7 	2	generation	49.1			
7 	2	generation	60.2			
7 	2	generation	71.90000000000003			
7 	2	generation	74.69999999999999			
8	2	generation	37.7	col0	lj	non-native
8	2	generation	49.0	col0	lj	non-native
8	2	generation	59.89999999999999	col0	lj	non-native
9	2	generation	39.099999999999994	col0	lj	non-native
9	2	generation	46.400000000000006	col0	lj	non-native
9	2	generation	52.79999999999998	col0	lj	non-native
9	2	generation	60.400000000000034	col0	lj	non-native
9	2	generation	60.8	col0	lj	non-native
9	2	generation	69.60000000000001	col0	lj	non-native
axenic_at	2	axenic	1.5	col0		
axenic_at	2	axenic	5.7	col0		
axenic_at	2	axenic	6.400000000000006	col0		
axenic_at	2	axenic	8.300000000000004	col0		
axenic_at	2	axenic	9.2	col0		
axenic_at	2	axenic	9.299999999999997	col0		
axenic_at	2	axenic	9.699999999999996	col0		
axenic_at	2	axenic	10.2	col0		
axenic_at	2	axenic	16.0	col0		
axenic_at	2	axenic	16.3	col0		
axenic_at	2	axenic	18.500000000000004	col0		
axenic_at	2	axenic	19.4	col0		
axenic_at	2	axenic	22.799999999999997	col0		
axenic_at	2	axenic	27.099999999999994	col0		
axenic_at	2	axenic	30.6	col0		
axenic_at	2	axenic	37.5	col0		
axenic_at	2	axenic	39.8	col0		
axenic_at	2	axenic	50.7	col0		
axenic_lj	2	axenic	26.10000000000001	gifu		
axenic_lj	2	axenic	43.699999999999996	gifu		
axenic_lj	2	axenic	45.8	gifu		
axenic_lj	2	axenic	47.4	gifu		
axenic_lj	2	axenic	52.0	gifu		
axenic_lj	2	axenic	53.900000000000006	gifu		
axenic_lj	2	axenic	59.2	gifu		
axenic_lj	2	axenic	59.6	gifu		
axenic_lj	2	axenic	70.7	gifu		
axenic_lj	2	axenic	75.1	gifu		
axenic_lj	2	axenic	80.10000000000001	gifu		
axenic_lj	2	axenic	80.9	gifu		
1	3	generation	17.0	col0	at	native
1	3	generation	25.19999999999999	col0	at	native
1	3	generation	34.7	col0	at	native
1	3	generation	38.099999999999994	col0	at	native
1	3	generation	38.2	col0	at	native
1	3	generation	39.10000000000001	col0	at	native
1	3	generation	44.89999999999999	col0	at	native
10	3	generation	44.7	col0	lj	non-native
10	3	generation	44.8	col0	lj	non-native
10	3	generation	53.099999999999994	col0	lj	non-native
11	3	generation	64.69999999999999	gifu	at	non-native
11	3	generation	75.1	gifu	at	non-native
11	3	generation	103.20000000000002	gifu	at	non-native
11	3	generation	106.30000000000001	gifu	at	non-native
11	3	generation	147.0	gifu	at	non-native
12	3	generation	85.4	gifu	at	non-native
12	3	generation	88.5	gifu	at	non-native
12	3	generation	89.20000000000005	gifu	at	non-native
12	3	generation	92.30000000000001	gifu	at	non-native
12	3	generation	94.69999999999999	gifu	at	non-native
12	3	generation	98.99999999999997	gifu	at	non-native
13	3	generation	22.700000000000003	gifu	at	non-native
13	3	generation	41.3	gifu	at	non-native
13	3	generation	49.39999999999998	gifu	at	non-native
13	3	generation	59.19999999999999	gifu	at	non-native
13	3	generation	87.90000000000003	gifu	at	non-native
13	3	generation	127.19999999999999	gifu	at	non-native
14	3	generation	11.3	gifu	at	non-native
14	3	generation	17.9	gifu	at	non-native
14	3	generation	87.39999999999998	gifu	at	non-native
14	3	generation	100.9	gifu	at	non-native
14	3	generation	119.2	gifu	at	non-native
15	3	generation	42.80000000000001	gifu	at	non-native
15	3	generation	64.5	gifu	at	non-native
15	3	generation	95.69999999999999	gifu	at	non-native
15	3	generation	108.50000000000003	gifu	at	non-native
15	3	generation	171.1	gifu	at	non-native
16	3	generation	49.3	gifu	lj	native
16	3	generation	56.900000000000006	gifu	lj	native
16	3	generation	75.60000000000001	gifu	lj	native
17	3	generation	14.099999999999994	gifu	lj	native
17	3	generation	65.8	gifu	lj	native
17	3	generation	88.60000000000001	gifu	lj	native
18	3	generation	101.2	gifu	lj	native
18	3	generation	115.2	gifu	lj	native
19	3	generation	68.4	gifu	lj	native
19	3	generation	69.5	gifu	lj	native
19	3	generation	83.0	gifu	lj	native
2	3	generation	27.9	col0	at	native
2	3	generation	29.400000000000006	col0	at	native
2	3	generation	38.00000000000001	col0	at	native
2	3	generation	42.69999999999999	col0	at	native
20	3	generation	69.5	gifu	lj	native
20	3	generation	84.6	gifu	lj	native
20	3	generation	95.80000000000001	gifu	lj	native
3	3	generation	5.8	col0	at	native
3	3	generation	32.10000000000002	col0	at	native
3	3	generation	38.80000000000001	col0	at	native
3	3	generation	55.5	col0	at	native
3	3	generation	61.10000000000001	col0	at	native
3	3	generation	64.39999999999998	col0	at	native
3	3	generation	78.79999999999998	col0	at	native
4	3	generation	30.299999999999983	col0	at	native
4	3	generation	37.599999999999994	col0	at	native
4	3	generation	37.699999999999996	col0	at	native
4	3	generation	41.1	col0	at	native
4	3	generation	43.2	col0	at	native
4	3	generation	54.30000000000001	col0	at	native
5	3	generation	32.599999999999994	col0	at	native
5	3	generation	38.6	col0	at	native
5	3	generation	40.7	col0	at	native
5	3	generation	44.400000000000006	col0	at	native
5	3	generation	47.1	col0	at	native
6	3	generation	53.7	col0	lj	non-native
6	3	generation	63.0	col0	lj	non-native
7	3	generation	14.0	col0	lj	non-native
7	3	generation	48.20000000000002	col0	lj	non-native
7	3	generation	66.6	col0	lj	non-native
8	3	generation	31.300000000000004	col0	lj	non-native
8	3	generation	38.2	col0	lj	non-native
8	3	generation	60.9	col0	lj	non-native
9	3	generation	15.0	col0	lj	non-native
9	3	generation	31.299999999999997	col0	lj	non-native
9	3	generation	39.5	col0	lj	non-native
at_axenic	3	axenic	6.800000000000011	col0		
at_axenic	3	axenic	22.1	col0		
at_axenic	3	axenic	29.400000000000006	col0		
at_axenic	3	axenic	32.4	col0		
at_axenic	3	axenic	33.89999999999999	col0		
at_axenic	3	axenic	35.800000000000004	col0		
at_axenic	3	axenic	36.2	col0		
at_axenic	3	axenic	36.69999999999999	col0		
at_axenic	3	axenic	37.80000000000001	col0		
at_axenic	3	axenic	41.9	col0		
at_axenic	3	axenic	45.39999999999999	col0		
at_axenic	3	axenic	46.999999999999986	col0		
at_axenic	3	axenic	55.9	col0		
at_axenic	3	axenic	74.7	col0		
c1	3	competition	31.099999999999994	col0	mixed	native
c1	3	competition	41.0	col0	mixed	native
c1	3	competition	45.400000000000006	col0	mixed	native
c10	3	competition	52.29999999999998	gifu	mixed	native
c10	3	competition	94.7	gifu	mixed	native
c10	3	competition	97.7	gifu	mixed	native
c11	3	competition	42.2	col0	mixed	non-native
c11	3	competition	43.8	col0	mixed	non-native
c11	3	competition	76.1	col0	mixed	non-native
c12	3	competition	24.499999999999986	col0	mixed	non-native
c12	3	competition	28.199999999999996	col0	mixed	non-native
c12	3	competition	38.60000000000001	col0	mixed	non-native
c12	3	competition	47.9	col0	mixed	non-native
c13	3	competition	60.2	col0	mixed	non-native
c13	3	competition	78.3	col0	mixed	non-native
c14	3	competition	15.700000000000003	col0	mixed	non-native
c14	3	competition	33.500000000000014	col0	mixed	non-native
c14	3	competition	84.6	col0	mixed	non-native
c15	3	competition	27.199999999999996	col0	mixed	non-native
c15	3	competition	30.6	col0	mixed	non-native
c15	3	competition	45.7	col0	mixed	non-native
