line	generation	sample_type	weight	plant	syncom	condition
c20	7	competition	88.30000000000001	gifu	mixed	non-native
c20	7	competition	130.0	gifu	mixed	non-native
c3	7	competition	49.69999999999999	col0	mixed	native
c3	7	competition	76.7	col0	mixed	native
c3	7	competition	114.7	col0	mixed	native
c4	7	competition	42.400000000000006	col0	mixed	native
c4	7	competition	47.8	col0	mixed	native
c4	7	competition	47.8	col0	mixed	native
c4	7	competition	86.5	col0	mixed	native
c5	7	competition	12.299999999999997	col0	mixed	native
c5	7	competition	71.4	col0	mixed	native
c5	7	competition	76.99999999999999	col0	mixed	native
c5	7	competition	129.90000000000003	col0	mixed	native
c6	7	competition	103.19999999999999	gifu	mixed	native
c6	7	competition	112.9	gifu	mixed	native
c6	7	competition	126.1	gifu	mixed	native
c7	7	competition	88.9	gifu	mixed	native
c8	7	competition	101.9	gifu	mixed	native
c8	7	competition	109.4	gifu	mixed	native
c8	7	competition	120.0	gifu	mixed	native
c9	7	competition	78.0	gifu	mixed	native
c9	7	competition	146.9	gifu	mixed	native
1	8	generation	20.3	col0	at	native
1	8	generation	62.5	col0	at	native
1	8	generation	85.39999999999999	col0	at	native
1	8	generation	138.39999999999998	col0	at	native
1	8	generation	153.10000000000002	col0	at	native
1	8	generation	238.7	col0	at	native
10	8	generation	68.19999999999999	col0	lj	non-native
10	8	generation	68.6	col0	lj	non-native
10	8	generation	73.39999999999998	col0	lj	non-native
10	8	generation	90.60000000000002	col0	lj	non-native
10	8	generation	125.59999999999997	col0	lj	non-native
10	8	generation	149.4	col0	lj	non-native
11	8	generation	61.700000000000045	gifu	at	non-native
11	8	generation	94.40000000000003	gifu	at	non-native
11	8	generation	99.5	gifu	at	non-native
11	8	generation	109.09999999999997	gifu	at	non-native
11	8	generation	119.69999999999999	gifu	at	non-native
11	8	generation	173.2	gifu	at	non-native
12	8	generation	14.0	gifu	at	non-native
12	8	generation	26.400000000000006	gifu	at	non-native
12	8	generation	35.4	gifu	at	non-native
12	8	generation	35.900000000000006	gifu	at	non-native
12	8	generation	47.69999999999999	gifu	at	non-native
12	8	generation	135.6	gifu	at	non-native
13	8	generation	88.00000000000003	gifu	at	non-native
13	8	generation	90.79999999999995	gifu	at	non-native
13	8	generation	91.5	gifu	at	non-native
13	8	generation	113.6	gifu	at	non-native
13	8	generation	137.89999999999998	gifu	at	non-native
13	8	generation	147.5	gifu	at	non-native
14	8	generation	13.699999999999989	gifu	at	non-native
14	8	generation	32.5	gifu	at	non-native
14	8	generation	76.5	gifu	at	non-native
14	8	generation	119.39999999999998	gifu	at	non-native
14	8	generation	147.5	gifu	at	non-native
14	8	generation	170.8	gifu	at	non-native
15	8	generation	59.80000000000001	gifu	at	non-native
15	8	generation	72.0	gifu	at	non-native
15	8	generation	102.29999999999995	gifu	at	non-native
15	8	generation	111.20000000000005	gifu	at	non-native
15	8	generation	144.8	gifu	at	non-native
15	8	generation	160.0	gifu	at	non-native
16	8	generation	10.299999999999997	gifu	lj	native
16	8	generation	10.400000000000002	gifu	lj	native
16	8	generation	13.7	gifu	lj	native
16	8	generation	16.6	gifu	lj	native
16	8	generation	22.200000000000003	gifu	lj	native
16	8	generation	149.8	gifu	lj	native
17	8	generation	34.80000000000007	gifu	lj	native
17	8	generation	43.0	gifu	lj	native
17	8	generation	59.599999999999994	gifu	lj	native
17	8	generation	81.5	gifu	lj	native
17	8	generation	84.09999999999997	gifu	lj	native
17	8	generation	100.39999999999998	gifu	lj	native
17	8	generation	146.20000000000002	gifu	lj	native
18	8	generation	21.3	gifu	lj	native
18	8	generation	28.900000000000002	gifu	lj	native
18	8	generation	77.39999999999999	gifu	lj	native
19	8	generation	69.89999999999998	gifu	lj	native
19	8	generation	89.8	gifu	lj	native
19	8	generation	98.10000000000002	gifu	lj	native
19	8	generation	117.2	gifu	lj	native
19	8	generation	139.10000000000002	gifu	lj	native
19	8	generation	188.60000000000002	gifu	lj	native
2	8	generation	89.30000000000007	col0	at	native
2	8	generation	92.6	col0	at	native
2	8	generation	101.5	col0	at	native
2	8	generation	182.60000000000002	col0	at	native
2	8	generation	200.1	col0	at	native
2	8	generation	201.60000000000002	col0	at	native
2	8	generation	234.7	col0	at	native
20	8	generation	8.2	gifu	lj	native
20	8	generation	76.89999999999999	gifu	lj	native
20	8	generation	86.79999999999998	gifu	lj	native
20	8	generation	89.5	gifu	lj	native
20	8	generation	98.30000000000001	gifu	lj	native
3	8	generation	36.60000000000001	col0	at	native
3	8	generation	94.4	col0	at	native
3	8	generation	105.0	col0	at	native
3	8	generation	108.8	col0	at	native
3	8	generation	154.0	col0	at	native
3	8	generation	159.99999999999994	col0	at	native
4	8	generation	95.39999999999998	col0	at	native
4	8	generation	106.70000000000002	col0	at	native
4	8	generation	129.60000000000002	col0	at	native
4	8	generation	156.5	col0	at	native
4	8	generation	185.9	col0	at	native
4	8	generation	230.79999999999995	col0	at	native
5	8	generation	76.2	col0	at	native
5	8	generation	103.6	col0	at	native
5	8	generation	108.7	col0	at	native
5	8	generation	157.10000000000002	col0	at	native
5	8	generation	204.29999999999995	col0	at	native
5	8	generation	236.5	col0	at	native
5	8	generation	237.39999999999998	col0	at	native
6	8	generation	64.29999999999998	col0	lj	non-native
6	8	generation	85.30000000000001	col0	lj	non-native
6	8	generation	120.9	col0	lj	non-native
6	8	generation	125.10000000000002	col0	lj	non-native
6	8	generation	126.39999999999998	col0	lj	non-native
6	8	generation	156.5	col0	lj	non-native
7	8	generation	34.0	col0	lj	non-native
7	8	generation	66.79999999999998	col0	lj	non-native
7	8	generation	75.40000000000003	col0	lj	non-native
7	8	generation	138.20000000000005	col0	lj	non-native
7	8	generation	167.59999999999997	col0	lj	non-native
7	8	generation	192.1	col0	lj	non-native
8	8	generation	22.700000000000045	col0	lj	non-native
8	8	generation	64.30000000000001	col0	lj	non-native
8	8	generation	79.69999999999999	col0	lj	non-native
8	8	generation	125.5	col0	lj	non-native
8	8	generation	127.09999999999997	col0	lj	non-native
8	8	generation	182.3	col0	lj	non-native
9	8	generation	41.5	col0	lj	non-native
9	8	generation	96.5	col0	lj	non-native
9	8	generation	114.4	col0	lj	non-native
9	8	generation	130.79999999999998	col0	lj	non-native
9	8	generation	152.50000000000006	col0	lj	non-native
axenic_at	8	axenic	80.39999999999998	col0		
axenic_at	8	axenic	86.9	col0		
axenic_at	8	axenic	119.79999999999995	col0		
axenic_at	8	axenic	230.60000000000002	col0		
axenic_at	8	axenic	288.70000000000005	col0		
axenic_at	8	axenic	301.6	col0		
axenic_at	8	axenic	307.20000000000005	col0		
axenic_lj	8	axenic	19.299999999999997	gifu		
axenic_lj	8	axenic	20.700000000000003	gifu		
axenic_lj	8	axenic	61.7	gifu		
1	9	generation	32.4	col0	at	native
1	9	generation	58.199999999999996	col0	at	native
1	9	generation	80.20000000000005	col0	at	native
1	9	generation	110.0	col0	at	native
1	9	generation	157.29999999999998	col0	at	native
10	9	generation	45.199999999999996	col0	lj	non-native
10	9	generation	47.1	col0	lj	non-native
10	9	generation	47.29999999999998	col0	lj	non-native
10	9	generation	66.00000000000001	col0	lj	non-native
10	9	generation	167.1	col0	lj	non-native
10	9	generation	296.8	col0	lj	non-native
11	9	generation	28.400000000000006	gifu	at	non-native
11	9	generation	54.599999999999994	gifu	at	non-native
11	9	generation	73.9	gifu	at	non-native
11	9	generation	104.1	gifu	at	non-native
12	9	generation	18.80000000000001	gifu	at	non-native
12	9	generation	29.5	gifu	at	non-native
12	9	generation	44.80000000000001	gifu	at	non-native
12	9	generation	75.69999999999999	gifu	at	non-native
12	9	generation	94.80000000000001	gifu	at	non-native
12	9	generation	140.0	gifu	at	non-native
13	9	generation	26.1	gifu	at	non-native
13	9	generation	32.099999999999966	gifu	at	non-native
13	9	generation	33.7	gifu	at	non-native
13	9	generation	49.39999999999999	gifu	at	non-native
13	9	generation	54.9	gifu	at	non-native
13	9	generation	121.70000000000002	gifu	at	non-native
14	9	generation	16.0	gifu	at	non-native
14	9	generation	28.700000000000003	gifu	at	non-native
14	9	generation	32.69999999999999	gifu	at	non-native
14	9	generation	69.40000000000003	gifu	at	non-native
14	9	generation	76.7	gifu	at	non-native
14	9	generation	77.6	gifu	at	non-native
15	9	generation	17.69999999999999	gifu	at	non-native
15	9	generation	41.39999999999998	gifu	at	non-native
15	9	generation	52.80000000000001	gifu	at	non-native
15	9	generation	90.5	gifu	at	non-native
15	9	generation	130.0	gifu	at	non-native
16	9	generation	11.799999999999997	gifu	lj	native
16	9	generation	11.800000000000011	gifu	lj	native
16	9	generation	23.69999999999999	gifu	lj	native
16	9	generation	46.8	gifu	lj	native
16	9	generation	60.5	gifu	lj	native
17	9	generation	17.0	gifu	lj	native
17	9	generation	64.0	gifu	lj	native
17	9	generation	66.6	gifu	lj	native
17	9	generation	69.20000000000002	gifu	lj	native
17	9	generation	71.5	gifu	lj	native
18	9	generation	41.70000000000002	gifu	lj	native
18	9	generation	50.39999999999998	gifu	lj	native
18	9	generation	56.8	gifu	lj	native
18	9	generation	80.80000000000001	gifu	lj	native
18	9	generation	93.8	gifu	lj	native
19	9	generation	46.80000000000001	gifu	lj	native
19	9	generation	75.0	gifu	lj	native
19	9	generation	87.19999999999999	gifu	lj	native
2	9	generation	23.0	col0	at	native
2	9	generation	34.19999999999999	col0	at	native
2	9	generation	34.5	col0	at	native
2	9	generation	65.5	col0	at	native
2	9	generation	65.9	col0	at	native
2	9	generation	94.4	col0	at	native
20	9	generation	28.900000000000006	gifu	lj	native
20	9	generation	54.30000000000001	gifu	lj	native
20	9	generation	55.89999999999999	gifu	lj	native
20	9	generation	84.3	gifu	lj	native
3	9	generation	18.099999999999994	col0	at	native
3	9	generation	20.200000000000017	col0	at	native
3	9	generation	40.900000000000034	col0	at	native
3	9	generation	45.39999999999998	col0	at	native
3	9	generation	49.6	col0	at	native
3	9	generation	152.9	col0	at	native
4	9	generation	35.5	col0	at	native
4	9	generation	44.4	col0	at	native
4	9	generation	83.30000000000001	col0	at	native
4	9	generation	84.0	col0	at	native
4	9	generation	147.3	col0	at	native
4	9	generation	157.0	col0	at	native
5	9	generation	22.200000000000017	col0	at	native
5	9	generation	35.69999999999999	col0	at	native
5	9	generation	36.5	col0	at	native
5	9	generation	42.599999999999994	col0	at	native
5	9	generation	43.5	col0	at	native
5	9	generation	46.400000000000006	col0	at	native
6	9	generation	35.0	col0	lj	non-native
6	9	generation	49.10000000000002	col0	lj	non-native
6	9	generation	101.5	col0	lj	non-native
6	9	generation	125.5	col0	lj	non-native
6	9	generation	181.89999999999998	col0	lj	non-native
7	9	generation	18.200000000000045	col0	lj	non-native
7	9	generation	65.60000000000001	col0	lj	non-native
7	9	generation	75.7	col0	lj	non-native
7	9	generation	91.6	col0	lj	non-native
7	9	generation	148.49999999999997	col0	lj	non-native
8	9	generation	31.0	col0	lj	non-native
8	9	generation	42.2	col0	lj	non-native
8	9	generation	86.0	col0	lj	non-native
8	9	generation	119.90000000000003	col0	lj	non-native
8	9	generation	147.0	col0	lj	non-native
8	9	generation	186.0	col0	lj	non-native
9	9	generation	19.4	col0	lj	non-native
9	9	generation	21.799999999999955	col0	lj	non-native
9	9	generation	56.599999999999994	col0	lj	non-native
9	9	generation	70.1	col0	lj	non-native
9	9	generation	84.4	col0	lj	non-native
9	9	generation	84.60000000000002	col0	lj	non-native
axenic_at	9	axenic	4.2999999999999545	col0		
axenic_at	9	axenic	7.399999999999977	col0		
axenic_at	9	axenic	9.900000000000091	col0		
axenic_at	9	axenic	17.59999999999991	col0		
axenic_at	9	axenic	19.90000000000009	col0		
axenic_at	9	axenic	20.5	col0		
axenic_at	9	axenic	21.199999999999932	col0		
axenic_at	9	axenic	32.700000000000045	col0		
axenic_at	9	axenic	37.40000000000009	col0		
axenic_at	9	axenic	40.0	col0		
axenic_at	9	axenic	42.700000000000045	col0		
axenic_at	9	axenic	44.1	col0		
axenic_at	9	axenic	45.10000000000002	col0		
axenic_at	9	axenic	46.599999999999966	col0		
axenic_at	9	axenic	54.49999999999999	col0		
axenic_at	9	axenic	58.39999999999998	col0		
axenic_at	9	axenic	62.60000000000002	col0		
axenic_at	9	axenic	64.30000000000001	col0		
axenic_at	9	axenic	67.5	col0		
axenic_at	9	axenic	68.79999999999998	col0		
axenic_at	9	axenic	69.20000000000005	col0		
axenic_at	9	axenic	70.09999999999991	col0		
axenic_at	9	axenic	70.70000000000005	col0		
axenic_at	9	axenic	80.79999999999995	col0		
axenic_at	9	axenic	88.0	col0		
axenic_at	9	axenic	105.5	col0		
axenic_at	9	axenic	110.10000000000002	col0		
axenic_lj	9	axenic	7.100000000000023	gifu		
axenic_lj	9	axenic	8.299999999999983	gifu		
axenic_lj	9	axenic	10.200000000000017	gifu		
axenic_lj	9	axenic	10.600000000000023	gifu		
axenic_lj	9	axenic	10.699999999999996	gifu		
axenic_lj	9	axenic	15.600000000000023	gifu		
axenic_lj	9	axenic	17.200000000000003	gifu		
axenic_lj	9	axenic	17.200000000000045	gifu		
axenic_lj	9	axenic	23.399999999999977	gifu		
axenic_lj	9	axenic	27.0	gifu		
axenic_lj	9	axenic	27.700000000000045	gifu		
axenic_lj	9	axenic	29.80000000000001	gifu		
axenic_lj	9	axenic	29.899999999999977	gifu		
axenic_lj	9	axenic	30.6	gifu		
axenic_lj	9	axenic	32.099999999999994	gifu		
axenic_lj	9	axenic	33.0	gifu		
axenic_lj	9	axenic	34.20000000000002	gifu		
axenic_lj	9	axenic	34.39999999999998	gifu		
axenic_lj	9	axenic	36.39999999999998	gifu		
axenic_lj	9	axenic	42.799999999999955	gifu		
axenic_lj	9	axenic	52.900000000000006	gifu		
axenic_lj	9	axenic	55.0	gifu		
axenic_lj	9	axenic	59.599999999999994	gifu		
axenic_lj	9	axenic	71.89999999999998	gifu		
c1	9	competition	33.400000000000006	col0	mixed	native
c1	9	competition	43.8	col0	mixed	native
c1	9	competition	133.8	col0	mixed	native
c10	9	competition	15.599999999999994	gifu	mixed	native
c10	9	competition	29.400000000000006	gifu	mixed	native
c10	9	competition	77.5	gifu	mixed	native
c11	9	competition	20.299999999999997	col0	mixed	non-native
c11	9	competition	51.10000000000001	col0	mixed	non-native
c11	9	competition	80.9	col0	mixed	non-native
c12	9	competition	28.60000000000001	col0	mixed	non-native
c12	9	competition	30.39999999999999	col0	mixed	non-native
c12	9	competition	37.7	col0	mixed	non-native
c13	9	competition	17.0	col0	mixed	non-native
c13	9	competition	86.1	col0	mixed	non-native
c13	9	competition	96.6	col0	mixed	non-native
c14	9	competition	19.4	col0	mixed	non-native
c14	9	competition	48.3	col0	mixed	non-native
c14	9	competition	60.1	col0	mixed	non-native
c15	9	competition	31.9	col0	mixed	non-native
c15	9	competition	41.7	col0	mixed	non-native
c15	9	competition	55.4	col0	mixed	non-native
c16	9	competition	10.1	gifu	mixed	non-native
c16	9	competition	10.700000000000001	gifu	mixed	non-native
c16	9	competition	11.999999999999996	gifu	mixed	non-native
c17	9	competition	10.200000000000001	gifu	mixed	non-native
c17	9	competition	10.9	gifu	mixed	non-native
c17	9	competition	64.5	gifu	mixed	non-native
c18	9	competition	40.19999999999999	gifu	mixed	non-native
c18	9	competition	43.400000000000006	gifu	mixed	non-native
c18	9	competition	88.4	gifu	mixed	non-native
c19	9	competition	53.8	gifu	mixed	non-native
c19	9	competition	59.5	gifu	mixed	non-native
c19	9	competition	66.2	gifu	mixed	non-native
c2	9	competition	31.700000000000003	col0	mixed	native
c2	9	competition	64.5	col0	mixed	native
c20	9	competition	17.400000000000006	gifu	mixed	non-native
c20	9	competition	31.400000000000006	gifu	mixed	non-native
c20	9	competition	80.5	gifu	mixed	non-native
c3	9	competition	34.900000000000006	col0	mixed	native
c3	9	competition	53.599999999999994	col0	mixed	native
c3	9	competition	85.5	col0	mixed	native
c4	9	competition	43.6	col0	mixed	native
c4	9	competition	55.1	col0	mixed	native
c5	9	competition	84.0	col0	mixed	native
c5	9	competition	120.30000000000001	col0	mixed	native
c6	9	competition	35.6	gifu	mixed	native
c6	9	competition	64.19999999999999	gifu	mixed	native
c6	9	competition	91.30000000000001	gifu	mixed	native
c7	9	competition	17.700000000000003	gifu	mixed	native
c7	9	competition	41.3	gifu	mixed	native
c7	9	competition	72.5	gifu	mixed	native
c8	9	competition	46.900000000000006	gifu	mixed	native
c8	9	competition	58.19999999999999	gifu	mixed	native
c8	9	competition	74.5	gifu	mixed	native
c9	9	competition	48.2	gifu	mixed	native
c9	9	competition	51.0	gifu	mixed	native
c9	9	competition	72.3	gifu	mixed	native
1	10	generation	53.7	col0	at	native
1	10	generation	86.9	col0	at	native
1	10	generation	95.80000000000001	col0	at	native
1	10	generation	96.7	col0	at	native
1	10	generation	100.0	col0	at	native
10	10	generation	45.599999999999994	col0	lj	non-native
10	10	generation	70.5	col0	lj	non-native
10	10	generation	87.2	col0	lj	non-native
10	10	generation	122.3	col0	lj	non-native
10	10	generation	157.4	col0	lj	non-native
11	10	generation	29.9	gifu	at	non-native
11	10	generation	53.5	gifu	at	non-native
11	10	generation	54.60000000000002	gifu	at	non-native
11	10	generation	73.30000000000001	gifu	at	non-native
11	10	generation	109.6	gifu	at	non-native
11	10	generation	133.7	gifu	at	non-native
12	10	generation	31.0	gifu	at	non-native
12	10	generation	54.0	gifu	at	non-native
12	10	generation	73.3	gifu	at	non-native
12	10	generation	77.69999999999999	gifu	at	non-native
12	10	generation	92.00000000000001	gifu	at	non-native
13	10	generation	62.599999999999994	gifu	at	non-native
13	10	generation	73.0	gifu	at	non-native
13	10	generation	80.1	gifu	at	non-native
13	10	generation	140.3	gifu	at	non-native
14	10	generation	25.5	gifu	at	non-native
14	10	generation	57.5	gifu	at	non-native
14	10	generation	58.099999999999994	gifu	at	non-native
14	10	generation	106.7	gifu	at	non-native
14	10	generation	109.7	gifu	at	non-native
15	10	generation	77.69999999999999	gifu	at	non-native
15	10	generation	97.80000000000001	gifu	at	non-native
15	10	generation	109.09999999999997	gifu	at	non-native
15	10	generation	110.0	gifu	at	non-native
15	10	generation	112.5	gifu	at	non-native
15	10	generation	134.8	gifu	at	non-native
16	10	generation	72.70000000000002	gifu	lj	native
16	10	generation	78.80000000000001	gifu	lj	native
16	10	generation	85.19999999999999	gifu	lj	native
16	10	generation	111.39999999999998	gifu	lj	native
16	10	generation	113.1	gifu	lj	native
16	10	generation	127.30000000000001	gifu	lj	native
17	10	generation	41.69999999999999	gifu	lj	native
17	10	generation	55.70000000000002	gifu	lj	native
17	10	generation	60.999999999999986	gifu	lj	native
17	10	generation	66.4	gifu	lj	native
17	10	generation	110.80000000000001	gifu	lj	native
17	10	generation	114.2	gifu	lj	native
18	10	generation	46.50000000000003	gifu	lj	native
18	10	generation	70.4	gifu	lj	native
18	10	generation	72.29999999999998	gifu	lj	native
18	10	generation	75.79999999999995	gifu	lj	native
18	10	generation	81.9	gifu	lj	native
18	10	generation	129.90000000000003	gifu	lj	native
19	10	generation	27.299999999999997	gifu	lj	native
19	10	generation	36.200000000000045	gifu	lj	native
19	10	generation	94.0	gifu	lj	native
19	10	generation	94.4	gifu	lj	native
19	10	generation	109.7	gifu	lj	native
19	10	generation	171.99999999999997	gifu	lj	native
2	10	generation	37.6	col0	at	native
2	10	generation	74.4	col0	at	native
2	10	generation	125.39999999999998	col0	at	native
2	10	generation	181.3	col0	at	native
20	10	generation	27.60000000000001	gifu	lj	native
20	10	generation	53.699999999999996	gifu	lj	native
20	10	generation	59.1	gifu	lj	native
20	10	generation	63.19999999999999	gifu	lj	native
20	10	generation	65.79999999999998	gifu	lj	native
3	10	generation	18.400000000000034	col0	at	native
3	10	generation	46.69999999999999	col0	at	native
3	10	generation	62.900000000000034	col0	at	native
3	10	generation	91.89999999999998	col0	at	native
3	10	generation	117.0	col0	at	native
3	10	generation	195.8	col0	at	native
4	10	generation	69.69999999999999	col0	at	native
4	10	generation	93.7	col0	at	native
4	10	generation	159.89999999999998	col0	at	native
4	10	generation	163.70000000000002	col0	at	native
5	10	generation	74.39999999999998	col0	at	native
5	10	generation	77.5	col0	at	native
5	10	generation	80.69999999999999	col0	at	native
5	10	generation	109.2	col0	at	native
5	10	generation	125.60000000000001	col0	at	native
6	10	generation	31.100000000000023	col0	lj	non-native
6	10	generation	118.3	col0	lj	non-native
6	10	generation	127.10000000000001	col0	lj	non-native
6	10	generation	137.8	col0	lj	non-native
6	10	generation	183.4	col0	lj	non-native
7	10	generation	55.30000000000001	col0	lj	non-native
7	10	generation	82.10000000000002	col0	lj	non-native
7	10	generation	90.29999999999995	col0	lj	non-native
7	10	generation	92.70000000000005	col0	lj	non-native
7	10	generation	200.7	col0	lj	non-native
8	10	generation	34.0	col0	lj	non-native
8	10	generation	45.39999999999998	col0	lj	non-native
8	10	generation	81.80000000000001	col0	lj	non-native
8	10	generation	117.8	col0	lj	non-native
8	10	generation	127.0	col0	lj	non-native
8	10	generation	134.89999999999998	col0	lj	non-native
9	10	generation	29.000000000000014	col0	lj	non-native
9	10	generation	38.099999999999966	col0	lj	non-native
9	10	generation	42.599999999999994	col0	lj	non-native
9	10	generation	79.40000000000003	col0	lj	non-native
9	10	generation	80.7	col0	lj	non-native
9	10	generation	110.5	col0	lj	non-native
axenic_at	10	axenic	9.699999999999989	col0		
axenic_at	10	axenic	14.0	col0		
axenic_at	10	axenic	15.200000000000045	col0		
axenic_at	10	axenic	17.5	col0		
axenic_at	10	axenic	40.90000000000009	col0		
axenic_at	10	axenic	44.299999999999955	col0		
axenic_at	10	axenic	51.700000000000045	col0		
axenic_at	10	axenic	55.299999999999955	col0		
axenic_at	10	axenic	57.200000000000045	col0		
axenic_at	10	axenic	59.69999999999993	col0		
axenic_at	10	axenic	62.80000000000007	col0		
axenic_at	10	axenic	63.0	col0		
axenic_at	10	axenic	66.39999999999999	col0		
axenic_at	10	axenic	67.8	col0		
axenic_at	10	axenic	68.5	col0		
axenic_at	10	axenic	71.79999999999995	col0		
axenic_at	10	axenic	72.39999999999998	col0		
axenic_at	10	axenic	73.70000000000005	col0		
axenic_at	10	axenic	81.5	col0		
axenic_at	10	axenic	87.79999999999995	col0		
axenic_at	10	axenic	88.0	col0		
axenic_at	10	axenic	90.0	col0		
axenic_at	10	axenic	90.60000000000014	col0		
axenic_at	10	axenic	91.80000000000007	col0		
axenic_at	10	axenic	92.39999999999998	col0		
axenic_at	10	axenic	101.10000000000002	col0		
axenic_at	10	axenic	114.5	col0		
axenic_at	10	axenic	115.89999999999998	col0		
axenic_at	10	axenic	117.39999999999986	col0		
axenic_lj	10	axenic	13.900000000000091	gifu		
axenic_lj	10	axenic	23.600000000000023	gifu		
axenic_lj	10	axenic	28.299999999999955	gifu		
axenic_lj	10	axenic	30.300000000000068	gifu		
axenic_lj	10	axenic	31.399999999999864	gifu		
axenic_lj	10	axenic	41.5	gifu		
axenic_lj	10	axenic	44.19999999999999	gifu		
axenic_lj	10	axenic	46.40000000000009	gifu		
axenic_lj	10	axenic	48.700000000000045	gifu		
axenic_lj	10	axenic	48.799999999999955	gifu		
axenic_lj	10	axenic	49.19999999999999	gifu		
axenic_lj	10	axenic	50.89999999999998	gifu		
axenic_lj	10	axenic	54.299999999999955	gifu		
axenic_lj	10	axenic	54.700000000000045	gifu		
axenic_lj	10	axenic	58.0	gifu		
axenic_lj	10	axenic	59.3	gifu		
axenic_lj	10	axenic	59.59999999999991	gifu		
axenic_lj	10	axenic	60.39999999999998	gifu		
axenic_lj	10	axenic	61.600000000000136	gifu		
axenic_lj	10	axenic	62.80000000000001	gifu		
axenic_lj	10	axenic	66.29999999999995	gifu		
axenic_lj	10	axenic	67.29999999999995	gifu		
axenic_lj	10	axenic	72.0	gifu		
axenic_lj	10	axenic	72.20000000000005	gifu		
axenic_lj	10	axenic	80.80000000000001	gifu		
axenic_lj	10	axenic	82.0	gifu		
axenic_lj	10	axenic	87.7	gifu		
axenic_lj	10	axenic	111.5	gifu		
1	11	generation	23.900000000000006	col0	at	native
1	11	generation	27.0	col0	at	native
1	11	generation	36.80000000000001	col0	at	native
1	11	generation	84.09999999999997	col0	at	native
1	11	generation	130.7	col0	at	native
1	11	generation	160.70000000000002	col0	at	native
10	11	generation	31.69999999999999	col0	lj	non-native
10	11	generation	41.19999999999999	col0	lj	non-native
10	11	generation	44.599999999999994	col0	lj	non-native
10	11	generation	65.80000000000001	col0	lj	non-native
10	11	generation	69.69999999999999	col0	lj	non-native
10	11	generation	153.9	col0	lj	non-native
11	11	generation	63.7	gifu	at	non-native
11	11	generation	76.3	gifu	at	non-native
11	11	generation	101.89999999999998	gifu	at	non-native
11	11	generation	102.0	gifu	at	non-native
11	11	generation	140.2	gifu	at	non-native
11	11	generation	159.3	gifu	at	non-native
12	11	generation	48.2	gifu	at	non-native
12	11	generation	58.200000000000045	gifu	at	non-native
12	11	generation	68.69999999999999	gifu	at	non-native
12	11	generation	109.69999999999999	gifu	at	non-native
12	11	generation	115.8	gifu	at	non-native
13	11	generation	14.5	gifu	at	non-native
13	11	generation	93.9	gifu	at	non-native
13	11	generation	107.4	gifu	at	non-native
13	11	generation	161.0	gifu	at	non-native
14	11	generation	75.6	gifu	at	non-native
14	11	generation	101.20000000000002	gifu	at	non-native
14	11	generation	113.90000000000003	gifu	at	non-native
14	11	generation	125.99999999999994	gifu	at	non-native
14	11	generation	145.59999999999997	gifu	at	non-native
15	11	generation	41.30000000000001	gifu	at	non-native
15	11	generation	43.099999999999994	gifu	at	non-native
15	11	generation	73.0	gifu	at	non-native
15	11	generation	83.90000000000003	gifu	at	non-native
15	11	generation	109.5	gifu	at	non-native
15	11	generation	129.79999999999998	gifu	at	non-native
16	11	generation	67.1	gifu	lj	native
16	11	generation	68.3	gifu	lj	native
16	11	generation	76.79999999999998	gifu	lj	native
16	11	generation	84.5	gifu	lj	native
16	11	generation	85.0	gifu	lj	native
16	11	generation	94.00000000000001	gifu	lj	native
17	11	generation	62.400000000000034	gifu	lj	native
17	11	generation	98.0	gifu	lj	native
17	11	generation	115.59999999999997	gifu	lj	native
17	11	generation	118.40000000000003	gifu	lj	native
17	11	generation	168.8	gifu	lj	native
18	11	generation	45.099999999999994	gifu	lj	native
18	11	generation	49.900000000000006	gifu	lj	native
18	11	generation	89.5	gifu	lj	native
18	11	generation	98.39999999999998	gifu	lj	native
18	11	generation	99.5	gifu	lj	native
18	11	generation	126.5	gifu	lj	native
19	11	generation	41.599999999999994	gifu	lj	native
19	11	generation	48.7	gifu	lj	native
19	11	generation	50.19999999999999	gifu	lj	native
19	11	generation	83.2	gifu	lj	native
19	11	generation	101.40000000000003	gifu	lj	native
19	11	generation	141.39999999999998	gifu	lj	native
2	11	generation	17.7	col0	at	native
2	11	generation	93.89999999999998	col0	at	native
2	11	generation	124.70000000000005	col0	at	native
2	11	generation	142.20000000000002	col0	at	native
2	11	generation	175.20000000000002	col0	at	native
2	11	generation	231.69999999999993	col0	at	native
20	11	generation	5.599999999999966	gifu	lj	native
20	11	generation	93.4	gifu	lj	native
20	11	generation	111.30000000000001	gifu	lj	native
20	11	generation	164.4	gifu	lj	native
3	11	generation	43.500000000000014	col0	at	native
3	11	generation	50.9	col0	at	native
3	11	generation	56.9	col0	at	native
3	11	generation	123.80000000000001	col0	at	native
3	11	generation	176.09999999999997	col0	at	native
4	11	generation	40.7	col0	at	native
4	11	generation	50.199999999999996	col0	at	native
4	11	generation	54.6	col0	at	native
4	11	generation	64.60000000000002	col0	at	native
4	11	generation	72.30000000000001	col0	at	native
4	11	generation	88.69999999999999	col0	at	native
5	11	generation	26.69999999999999	col0	at	native
5	11	generation	29.900000000000034	col0	at	native
5	11	generation	43.0	col0	at	native
5	11	generation	88.9	col0	at	native
5	11	generation	97.69999999999999	col0	at	native
5	11	generation	156.4	col0	at	native
6	11	generation	17.5	col0	lj	non-native
6	11	generation	26.0	col0	lj	non-native
